,EmployeeNumber,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,YearlyIncome
3520,7051,36.0,Travel_Rarely,1383.0,Research & Development,10.0,3.0,Life Sciences,1.0,4.0,Male,90.0,3.0,3.0,Healthcare Representative,1.0,Married,8321.0,25949.0,7.0,Y,Yes,13.0,3.0,4.0,80.0,1.0,15.0,1.0,3.0,12.0,8.0,9175.0,7.0,Yes,99852.0
3521,7052,36.0,Travel_Rarely,1383.0,Research & Development,10.0,3.0,Life Sciences,1.0,4.0,Male,90.0,3.0,3.0,Healthcare Representative,1.0,Married,8321.0,25949.0,7.0,Y,Yes,13.0,3.0,4.0,80.0,1.0,15.0,1.0,3.0,12.0,8.0,9175.0,7.0,No,99852.0
3522,7053,20.0,Travel_Rarely,727.0,Sales,9.0,1.0,Life Sciences,1.0,4.0,Male,54.0,3.0,1.0,Sales Representative,1.0,Single,2728.0,21082.0,1.0,Y,No,11.0,3.0,1.0,80.0,0.0,2.0,3.0,3.0,2.0,3015.0,0.0,2.0,Yes,32736.0
3523,7054,20.0,Travel_Rarely,727.0,Sales,9.0,1.0,Life Sciences,1.0,4.0,Male,54.0,3.0,1.0,Sales Representative,1.0,Single,2728.0,21082.0,1.0,Y,No,11.0,3.0,1.0,80.0,0.0,2.0,3.0,3.0,2.0,3015.0,0.0,2.0,Yes,32736.0
3524,7055,20.0,Travel_Rarely,727.0,Sales,9.0,1.0,Life Sciences,1.0,4.0,Male,54.0,3.0,1.0,Sales Representative,1.0,Single,2728.0,21082.0,1.0,Y,No,11.0,3.0,1.0,80.0,0.0,2.0,3.0,3.0,2.0,3015.0,0.0,2.0,Yes,32736.0
3525,7056,44.0,Travel_Frequently,920.0,Research & Development,24.0,3.0,Life Sciences,1.0,4.0,Male,43.0,3.0,1.0,Laboratory Technician,3.0,Divorced,3161.0,19920.0,3.0,Y,Yes,22.0,4.0,4.0,80.0,1.0,19.0,0.0,1.0,1.0,0.0,0.0,2460.0,No,37932.0
3526,7057,44.0,Travel_Frequently,920.0,Research & Development,24.0,3.0,Life Sciences,1.0,4.0,Male,43.0,3.0,1.0,Laboratory Technician,3.0,Divorced,3161.0,19920.0,3.0,Y,Yes,22.0,4.0,4.0,80.0,1.0,19.0,0.0,1.0,1.0,0.0,0.0,2460.0,Yes,37932.0
3527,7058,37.0,Travel_Rarely,807.0,Human Resources,6.0,4.0,Human Resources,1.0,3.0,Male,63.0,3.0,1.0,Human Resources,1.0,Divorced,2073.0,23648.0,4.0,Y,Yes,22.0,4.0,4.0,80.0,0.0,8323.0,3.0,3.0,3.0,2.0,0.0,2.0,Yes,24876.0
3528,7059,9661.0,Travel_Rarely,759.0,Sales,2.0,2.0,Marketing,1.0,4.0,Female,46.0,3.0,2.0,Sales Executive,2.0,Divorced,5715.0,22553.0,7.0,Y,No,12.0,3.0,3.0,80.0,2.0,8.0,5.0,3.0,5.0,4.0,1.0,3.0,No,68580.0
3529,7060,9661.0,Travel_Rarely,759.0,Sales,2.0,2.0,Marketing,1.0,4.0,Female,46.0,3.0,2.0,Sales Executive,2.0,Divorced,5715.0,22553.0,7.0,Y,No,12.0,3.0,3.0,80.0,2.0,8.0,5.0,3.0,5.0,4.0,1.0,3.0,Yes,68580.0
3530,7061,9661.0,Travel_Rarely,759.0,Sales,2.0,2.0,Marketing,1.0,4.0,Female,46.0,3.0,2.0,Sales Executive,2.0,Divorced,5715.0,22553.0,7.0,Y,No,12.0,3.0,3.0,80.0,2.0,8.0,5.0,3.0,5.0,4.0,1.0,3.0,Yes,68580.0
3531,7062,4834.0,Travel_Rarely,819.0,Research & Development,18.0,5.0,Life Sciences,1.0,2.0,Male,48.0,4.0,2.0,Research Scientist,1.0,Married,5208.0,26312.0,1.0,Y,No,11.0,3.0,4.0,80.0,0.0,16.0,2.0,3.0,16.0,15.0,1.0,10.0,No,62496.0
3532,7063,4834.0,Travel_Rarely,819.0,Research & Development,18.0,5.0,Life Sciences,1.0,2.0,Male,48.0,4.0,2.0,Research Scientist,1.0,Married,5208.0,26312.0,1.0,Y,No,11.0,3.0,4.0,80.0,0.0,16.0,2.0,3.0,16.0,15.0,1.0,10.0,Yes,62496.0
3533,7064,4834.0,Travel_Rarely,819.0,Research & Development,18.0,5.0,Life Sciences,1.0,2.0,Male,48.0,4.0,2.0,Research Scientist,1.0,Married,5208.0,26312.0,1.0,Y,No,11.0,3.0,4.0,80.0,0.0,16.0,2.0,3.0,16.0,15.0,1.0,10.0,No,62496.0
3534,7065,28.0,Travel_Rarely,329.0,Research & Development,237547.0,3.0,Medical,1.0,3.0,Male,51.0,3.0,1.0,Laboratory Technician,2.0,Married,2408.0,7324.0,1.0,Y,Yes,17.0,3.0,3.0,80.0,3.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0,Yes,28896.0
3535,7066,28.0,Travel_Rarely,329.0,Research & Development,237547.0,3.0,Medical,1.0,3.0,Male,51.0,3.0,1.0,Laboratory Technician,2.0,Married,2408.0,7324.0,1.0,Y,Yes,17.0,3.0,3.0,80.0,3.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0,Yes,28896.0
3536,7067,28.0,Travel_Rarely,329.0,Research & Development,237547.0,3.0,Medical,1.0,3.0,Male,51.0,3.0,1.0,Laboratory Technician,2.0,Married,2408.0,7324.0,1.0,Y,Yes,17.0,3.0,3.0,80.0,3.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0,No,28896.0
3537,7068,34.0,Travel_Rarely,1351.0,Research & Development,1.0,4.0,Life Sciences,1.0,2.0,Male,45.0,3.0,2.0,Research Scientist,4.0,Married,5484.0,13008.0,9.0,Y,No,17.0,3.0,2.0,80.0,1.0,9.0,3.0,2.0,2.0,2.0,2.0,1.0,Yes,65808.0
3538,7069,34.0,Travel_Rarely,1351.0,Research & Development,1.0,4.0,Life Sciences,1.0,2.0,Male,45.0,3.0,2.0,Research Scientist,4.0,Married,5484.0,13008.0,9.0,Y,No,17.0,3.0,2.0,80.0,1.0,9.0,3.0,2.0,2.0,2.0,2.0,1.0,Yes,65808.0
3539,7070,34.0,Travel_Rarely,1351.0,Research & Development,1.0,4.0,Life Sciences,1.0,2.0,Male,45.0,3.0,2.0,Research Scientist,4.0,Married,5484.0,13008.0,9.0,Y,No,17.0,3.0,2.0,80.0,1.0,9.0,3.0,2.0,2.0,2.0,2.0,1.0,No,65808.0
3540,7071,35.0,Travel_Rarely,660.0,Sales,7.0,1.0,Life Sciences,1.0,4.0,Male,76.0,3.0,1.0,Sales Representative,3.0,Married,2404.0,16192.0,1.0,Y,No,13.0,3.0,1.0,80.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,Yes,28848.0
3541,7072,35.0,Travel_Rarely,660.0,Sales,7.0,1.0,Life Sciences,1.0,4.0,Male,76.0,3.0,1.0,Sales Representative,3.0,Married,2404.0,16192.0,1.0,Y,No,13.0,3.0,1.0,80.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,Yes,28848.0
3542,7073,2242.0,Travel_Rarely,317.0,Research & Development,2.0,3.0,Life Sciences,1.0,3.0,Female,43.0,1.0,2.0,Manufacturing Director,4.0,Single,6091.0,24793.0,2.0,Y,No,20.0,4.0,3.0,80.0,0.0,11.0,2.0,3.0,5.0,4.0,0.0,2.0,Yes,73092.0
3543,7074,2242.0,Travel_Rarely,317.0,Research & Development,2.0,3.0,Life Sciences,1.0,3.0,Female,43.0,1.0,2.0,Manufacturing Director,4.0,Single,6091.0,24793.0,2.0,Y,No,20.0,4.0,3.0,80.0,0.0,11.0,2.0,3.0,5.0,4.0,0.0,2.0,Yes,73092.0
3544,7075,2242.0,Travel_Rarely,317.0,Research & Development,2.0,3.0,Life Sciences,1.0,3.0,Female,43.0,1.0,2.0,Manufacturing Director,4.0,Single,6091.0,24793.0,2.0,Y,No,20.0,4.0,3.0,80.0,0.0,11.0,2.0,3.0,5.0,4.0,0.0,2.0,Yes,73092.0
3545,7076,30.0,Travel_Rarely,793.0,Research & Development,16.0,1.0,Life Sciences,1.0,2.0,Male,33.0,3.0,1.0,Research Scientist,4.0,Married,2862.0,3811.0,1.0,Y,No,12.0,3.0,2.0,80.0,1.0,10.0,2.0,2.0,10.0,0.0,4409.0,8.0,No,34344.0
3546,7077,30.0,Travel_Rarely,793.0,Research & Development,16.0,1.0,Life Sciences,1.0,2.0,Male,33.0,3.0,1.0,Research Scientist,4.0,Married,2862.0,3811.0,1.0,Y,No,12.0,3.0,2.0,80.0,1.0,10.0,2.0,2.0,10.0,0.0,4409.0,8.0,Yes,34344.0
3547,7078,30.0,Travel_Rarely,793.0,Research & Development,16.0,1.0,Life Sciences,1.0,2.0,Male,33.0,3.0,1.0,Research Scientist,4.0,Married,2862.0,3811.0,1.0,Y,No,12.0,3.0,2.0,80.0,1.0,10.0,2.0,2.0,10.0,0.0,4409.0,8.0,No,34344.0
3548,7079,36.0,Travel_Frequently,1213.0,Human Resources,2.0,1.0,Human Resources,1.0,2.0,Male,94.0,2.0,2.0,Human Resources,4.0,Single,3886.0,4223.0,1.0,Y,No,21.0,4.0,4.0,80.0,0.0,10.0,2.0,2.0,8543.0,1.0,0.0,8.0,Yes,46632.0
3549,7080,36.0,Travel_Frequently,1213.0,Human Resources,2.0,1.0,Human Resources,1.0,2.0,Male,94.0,2.0,2.0,Human Resources,4.0,Single,3886.0,4223.0,1.0,Y,No,21.0,4.0,4.0,80.0,0.0,10.0,2.0,2.0,8543.0,1.0,0.0,8.0,No,46632.0
3550,7081,36.0,Travel_Frequently,1213.0,Human Resources,2.0,1.0,Human Resources,1.0,2.0,Male,94.0,2.0,2.0,Human Resources,4.0,Single,3886.0,4223.0,1.0,Y,No,21.0,4.0,4.0,80.0,0.0,10.0,2.0,2.0,8543.0,1.0,0.0,8.0,Yes,46632.0
3551,7082,30.0,Travel_Rarely,740.0,Sales,1.0,3.0,Life Sciences,1.0,2.0,Male,64.0,2.0,2.0,Sales Executive,1.0,Married,9714.0,5323.0,1.0,Y,No,11.0,3.0,4.0,80.0,1.0,10.0,4.0,3.0,10.0,8.0,6.0,7.0,No,116568.0
3552,7083,30.0,Non-Travel,1116.0,Research & Development,2.0,3.0,Medical,1.0,3.0,Female,49.0,3.0,1.0,Laboratory Technician,4.0,Single,2564.0,7181.0,0.0,Y,No,14.0,3.0,3.0,80.0,0.0,12.0,2.0,2.0,11.0,7.0,6.0,7.0,Yes,30768.0
3553,7084,30.0,Non-Travel,1116.0,Research & Development,2.0,3.0,Medical,1.0,3.0,Female,49.0,3.0,1.0,Laboratory Technician,4.0,Single,2564.0,7181.0,0.0,Y,No,14.0,3.0,3.0,80.0,0.0,12.0,2.0,2.0,11.0,7.0,6.0,7.0,Yes,30768.0
3554,7085,52.0,Non-Travel,771.0,Sales,2.0,4.0,Life Sciences,1.0,1.0,Male,79.0,2.0,5.0,Manager,3.0,Single,19068.0,21030.0,1.0,Y,Yes,18.0,3.0,4.0,80.0,0.0,33.0,2.0,4.0,33.0,7.0,15.0,5869.0,No,228816.0
3555,7086,52.0,Non-Travel,771.0,Sales,2.0,4.0,Life Sciences,1.0,1.0,Male,79.0,2.0,5.0,Manager,3.0,Single,19068.0,21030.0,1.0,Y,Yes,18.0,3.0,4.0,80.0,0.0,33.0,2.0,4.0,33.0,7.0,15.0,5869.0,Yes,228816.0
3556,7087,33.0,Travel_Rarely,217.0,Sales,10.0,4.0,Marketing,1.0,2.0,Male,43.0,3.0,2.0,Sales Executive,3.0,Single,5487.0,10410.0,1.0,Y,No,14.0,3.0,2.0,80.0,0.0,10.0,2.0,2.0,5736.0,4.0,0.0,9.0,Yes,65844.0
3557,7088,33.0,Travel_Rarely,217.0,Sales,10.0,4.0,Marketing,1.0,2.0,Male,43.0,3.0,2.0,Sales Executive,3.0,Single,5487.0,10410.0,1.0,Y,No,14.0,3.0,2.0,80.0,0.0,10.0,2.0,2.0,5736.0,4.0,0.0,9.0,Yes,65844.0
3558,7089,40.0,Travel_Rarely,444.0,Sales,2.0,2.0,Marketing,1.0,2.0,Female,92.0,3.0,2.0,Sales Executive,2.0,Married,5677.0,4258.0,3.0,Y,No,14.0,3.0,3.0,80.0,1.0,15.0,4.0,3.0,11.0,8.0,5.0,1643.0,Yes,68124.0
3559,7090,40.0,Travel_Rarely,444.0,Sales,2.0,2.0,Marketing,1.0,2.0,Female,92.0,3.0,2.0,Sales Executive,2.0,Married,5677.0,4258.0,3.0,Y,No,14.0,3.0,3.0,80.0,1.0,15.0,4.0,3.0,11.0,8.0,5.0,1643.0,Yes,68124.0
3560,7091,40.0,Travel_Rarely,444.0,Sales,2.0,2.0,Marketing,1.0,2.0,Female,92.0,3.0,2.0,Sales Executive,2.0,Married,5677.0,4258.0,3.0,Y,No,14.0,3.0,3.0,80.0,1.0,15.0,4.0,3.0,11.0,8.0,5.0,1643.0,Yes,68124.0
3561,7092,21.0,Travel_Rarely,1427.0,Research & Development,18.0,1.0,Other,1.0,4.0,Female,65.0,3.0,1.0,Research Scientist,4.0,Single,2693.0,8870.0,1.0,Y,No,19.0,3.0,1.0,80.0,0.0,1.0,3.0,2.0,1.0,0.0,5346.0,0.0,No,32316.0
3562,7093,27.0,Travel_Rarely,728.0,Sales,23.0,1.0,Medical,1.0,2.0,Female,36.0,2.0,2.0,Sales Representative,3.0,Married,3540.0,7018.0,1.0,Y,No,21.0,4.0,4.0,80.0,1.0,8622.0,5.0,3.0,9.0,8.0,5.0,8.0,Yes,42480.0
3563,7094,27.0,Travel_Rarely,728.0,Sales,23.0,1.0,Medical,1.0,2.0,Female,36.0,2.0,2.0,Sales Representative,3.0,Married,3540.0,7018.0,1.0,Y,No,21.0,4.0,4.0,80.0,1.0,8622.0,5.0,3.0,9.0,8.0,5.0,8.0,Yes,42480.0
3564,7095,58.0,Travel_Rarely,1145.0,Research & Development,9.0,3.0,Medical,1.0,2.0,Female,75.0,2.0,1.0,Research Scientist,2.0,Married,3346.0,11873.0,4.0,Y,Yes,20.0,4.0,2.0,80.0,1.0,9.0,3.0,2.0,1.0,5735.0,0.0,0.0,Yes,40152.0
3565,7096,58.0,Travel_Rarely,1145.0,Research & Development,9.0,3.0,Medical,1.0,2.0,Female,75.0,2.0,1.0,Research Scientist,2.0,Married,3346.0,11873.0,4.0,Y,Yes,20.0,4.0,2.0,80.0,1.0,9.0,3.0,2.0,1.0,5735.0,0.0,0.0,Yes,40152.0
3566,7097,1915.0,Travel_Rarely,1403.0,Research & Development,6.0,3.0,Life Sciences,1.0,4.0,Male,47.0,3.0,1.0,Laboratory Technician,4.0,Married,3210.0,20251.0,0.0,Y,No,11.0,3.0,3.0,80.0,1.0,16.0,4.0,3.0,15.0,13.0,10.0,11.0,Yes,38520.0
3567,7098,1915.0,Travel_Rarely,1403.0,Research & Development,6.0,3.0,Life Sciences,1.0,4.0,Male,47.0,3.0,1.0,Laboratory Technician,4.0,Married,3210.0,20251.0,0.0,Y,No,11.0,3.0,3.0,80.0,1.0,16.0,4.0,3.0,15.0,13.0,10.0,11.0,Yes,38520.0
3568,7099,35.0,Travel_Rarely,890.0,Sales,2.0,3.0,Marketing,1.0,4.0,Female,97.0,3.0,1.0,Sales Representative,4.0,Married,2014.0,9687.0,1.0,Y,No,13.0,3.0,1.0,80.0,0.0,2.0,3.0,3.0,2.0,1615.0,2.0,2.0,Yes,24168.0
3569,7100,35.0,Travel_Rarely,890.0,Sales,2.0,3.0,Marketing,1.0,4.0,Female,97.0,3.0,1.0,Sales Representative,4.0,Married,2014.0,9687.0,1.0,Y,No,13.0,3.0,1.0,80.0,0.0,2.0,3.0,3.0,2.0,1615.0,2.0,2.0,Yes,24168.0
3570,7101,44.0,Travel_Rarely,1448.0,Sales,28.0,3.0,Medical,1.0,4.0,Female,53.0,4.0,4.0,Sales Executive,4.0,Married,13320.0,11737.0,3.0,Y,Yes,18.0,3.0,3.0,80.0,1.0,1735.0,2.0,3.0,12.0,11.0,11.0,11.0,No,159840.0
3571,7102,44.0,Travel_Rarely,1448.0,Sales,28.0,3.0,Medical,1.0,4.0,Female,53.0,4.0,4.0,Sales Executive,4.0,Married,13320.0,11737.0,3.0,Y,Yes,18.0,3.0,3.0,80.0,1.0,1735.0,2.0,3.0,12.0,11.0,11.0,11.0,No,159840.0
3572,7103,48.0,Travel_Rarely,530.0,Sales,29.0,1.0,Medical,1.0,1.0,Female,91.0,3.0,3.0,Manager,3.0,Married,12504.0,23978.0,3.0,Y,No,21.0,4.0,2.0,80.0,1.0,15.0,3.0,1.0,0.0,6784.0,0.0,0.0,Yes,150048.0
3573,7104,43.0,Travel_Rarely,1473.0,Research & Development,8.0,4.0,Other,1.0,3.0,Female,74.0,3.0,2.0,Healthcare Representative,3.0,Divorced,4522.0,2227.0,4.0,Y,Yes,14.0,3.0,4.0,80.0,0.0,8.0,3.0,3.0,5.0,2.0,8213.0,2.0,Yes,54264.0
3574,7105,43.0,Travel_Rarely,1473.0,Research & Development,8.0,4.0,Other,1.0,3.0,Female,74.0,3.0,2.0,Healthcare Representative,3.0,Divorced,4522.0,2227.0,4.0,Y,Yes,14.0,3.0,4.0,80.0,0.0,8.0,3.0,3.0,5.0,2.0,8213.0,2.0,Yes,54264.0
3575,7106,43.0,Travel_Rarely,1473.0,Research & Development,8.0,4.0,Other,1.0,3.0,Female,74.0,3.0,2.0,Healthcare Representative,3.0,Divorced,4522.0,2227.0,4.0,Y,Yes,14.0,3.0,4.0,80.0,0.0,8.0,3.0,3.0,5.0,2.0,8213.0,2.0,Yes,54264.0
3576,7107,35.0,Travel_Rarely,287.0,Research & Development,1.0,4.0,Life Sciences,1.0,3.0,Female,62.0,1.0,1.0,Research Scientist,4.0,Married,2977.0,8952.0,1.0,Y,No,12.0,3.0,4.0,80.0,1.0,4.0,5.0,3.0,4.0,3.0,1.0,1.0,Yes,35724.0
3577,7108,35.0,Travel_Rarely,287.0,Research & Development,1.0,4.0,Life Sciences,1.0,3.0,Female,62.0,1.0,1.0,Research Scientist,4.0,Married,2977.0,8952.0,1.0,Y,No,12.0,3.0,4.0,80.0,1.0,4.0,5.0,3.0,4.0,3.0,1.0,1.0,Yes,35724.0
3578,7109,35.0,Travel_Rarely,287.0,Research & Development,1.0,4.0,Life Sciences,1.0,3.0,Female,62.0,1.0,1.0,Research Scientist,4.0,Married,2977.0,8952.0,1.0,Y,No,12.0,3.0,4.0,80.0,1.0,4.0,5.0,3.0,4.0,3.0,1.0,1.0,Yes,35724.0
3579,7110,30.0,Travel_Rarely,288.0,Research & Development,2.0,3.0,Life Sciences,1.0,3.0,Male,99.0,2.0,2.0,Healthcare Representative,4.0,Married,4152.0,15830.0,1.0,Y,No,19.0,3.0,1.0,80.0,3.0,11.0,3.0,3.0,11.0,1009.0,10.0,8.0,No,49824.0
3580,7111,30.0,Travel_Rarely,288.0,Research & Development,2.0,3.0,Life Sciences,1.0,3.0,Male,99.0,2.0,2.0,Healthcare Representative,4.0,Married,4152.0,15830.0,1.0,Y,No,19.0,3.0,1.0,80.0,3.0,11.0,3.0,3.0,11.0,1009.0,10.0,8.0,No,49824.0
3581,7112,30.0,Travel_Rarely,288.0,Research & Development,2.0,3.0,Life Sciences,1.0,3.0,Male,99.0,2.0,2.0,Healthcare Representative,4.0,Married,4152.0,15830.0,1.0,Y,No,19.0,3.0,1.0,80.0,3.0,11.0,3.0,3.0,11.0,1009.0,10.0,8.0,Yes,49824.0
3582,7113,20.0,Travel_Rarely,1362.0,Research & Development,10.0,1.0,Medical,1.0,4.0,Male,32.0,3.0,1.0,Research Scientist,3.0,Single,1009.0,26999.0,1.0,Y,Yes,11.0,3.0,4.0,80.0,0.0,1.0,5.0,3.0,1.0,8222.0,1.0,1.0,Yes,12108.0
3583,7114,20.0,Travel_Rarely,1362.0,Research & Development,10.0,1.0,Medical,1.0,4.0,Male,32.0,3.0,1.0,Research Scientist,3.0,Single,1009.0,26999.0,1.0,Y,Yes,11.0,3.0,4.0,80.0,0.0,1.0,5.0,3.0,1.0,8222.0,1.0,1.0,No,12108.0
3584,7115,36.0,Travel_Frequently,469.0,Research & Development,3.0,3.0,Technical Degree,1.0,3.0,Male,46.0,3.0,1.0,Research Scientist,2.0,Married,3692.0,9256.0,1.0,Y,No,12.0,3.0,3.0,80.0,0.0,12.0,2.0,2.0,11.0,10.0,2025.0,7.0,No,44304.0
3585,7116,36.0,Travel_Frequently,469.0,Research & Development,3.0,3.0,Technical Degree,1.0,3.0,Male,46.0,3.0,1.0,Research Scientist,2.0,Married,3692.0,9256.0,1.0,Y,No,12.0,3.0,3.0,80.0,0.0,12.0,2.0,2.0,11.0,10.0,2025.0,7.0,Yes,44304.0
3586,7117,36.0,Travel_Frequently,469.0,Research & Development,3.0,3.0,Technical Degree,1.0,3.0,Male,46.0,3.0,1.0,Research Scientist,2.0,Married,3692.0,9256.0,1.0,Y,No,12.0,3.0,3.0,80.0,0.0,12.0,2.0,2.0,11.0,10.0,2025.0,7.0,Yes,44304.0
3587,7118,3226.0,Travel_Frequently,970.0,Sales,7.0,3.0,Life Sciences,1.0,4.0,Female,30.0,3.0,2.0,Sales Executive,2.0,Married,4302.0,13401.0,0.0,Y,No,17.0,3.0,3.0,80.0,1.0,4.0,3.0,3.0,3.0,2.0,0.0,2.0,Yes,51624.0
3588,7119,3226.0,Travel_Frequently,970.0,Sales,7.0,3.0,Life Sciences,1.0,4.0,Female,30.0,3.0,2.0,Sales Executive,2.0,Married,4302.0,13401.0,0.0,Y,No,17.0,3.0,3.0,80.0,1.0,4.0,3.0,3.0,3.0,2.0,0.0,2.0,Yes,51624.0
3589,7120,7924.0,Travel_Rarely,1278.0,Human Resources,8.0,3.0,Life Sciences,1.0,1.0,Male,77.0,2.0,1.0,Human Resources,1.0,Married,2342.0,8635.0,0.0,Y,No,21.0,4.0,3.0,80.0,0.0,6.0,3.0,3.0,5.0,4.0,0.0,3.0,Yes,28104.0
3590,7121,9529.0,Travel_Rarely,549.0,Research & Development,8.0,4.0,Other,1.0,4.0,Male,75.0,3.0,2.0,Research Scientist,4.0,Married,3697.0,9278.0,9.0,Y,No,14.0,3.0,1.0,80.0,2.0,12.0,3.0,3.0,10.0,9.0,9.0,8.0,Yes,44364.0
3591,7122,9529.0,Travel_Rarely,549.0,Research & Development,8.0,4.0,Other,1.0,4.0,Male,75.0,3.0,2.0,Research Scientist,4.0,Married,3697.0,9278.0,9.0,Y,No,14.0,3.0,1.0,80.0,2.0,12.0,3.0,3.0,10.0,9.0,9.0,8.0,No,44364.0
3592,7123,55.0,Travel_Rarely,1117.0,Sales,18.0,5.0,Life Sciences,1.0,1.0,Female,83.0,3.0,4.0,Manager,2.0,Single,16835.0,9873.0,3.0,Y,No,23.0,4.0,4.0,80.0,0.0,37.0,2.0,3.0,7366.0,9.0,7.0,7.0,No,202020.0
3593,7124,55.0,Travel_Rarely,1117.0,Sales,18.0,5.0,Life Sciences,1.0,1.0,Female,83.0,3.0,4.0,Manager,2.0,Single,16835.0,9873.0,3.0,Y,No,23.0,4.0,4.0,80.0,0.0,37.0,2.0,3.0,7366.0,9.0,7.0,7.0,No,202020.0
3594,7125,55.0,Travel_Rarely,1117.0,Sales,18.0,5.0,Life Sciences,1.0,1.0,Female,83.0,3.0,4.0,Manager,2.0,Single,16835.0,9873.0,3.0,Y,No,23.0,4.0,4.0,80.0,0.0,37.0,2.0,3.0,7366.0,9.0,7.0,7.0,Yes,202020.0
3595,7126,37.0,Travel_Rarely,571.0,Research & Development,10.0,1.0,Life Sciences,1.0,4.0,Female,82.0,3.0,1.0,Research Scientist,1.0,Divorced,2782.0,19905.0,0.0,Y,Yes,13.0,3.0,2.0,80.0,2.0,6.0,3.0,2.0,5.0,3.0,4.0,1067.0,Yes,33384.0
3596,7127,21.0,Travel_Frequently,756.0,Sales,589265.0,1.0,Technical Degree,1.0,1.0,Female,99.0,2.0,1.0,Sales Representative,2.0,Single,2174.0,9150.0,1.0,Y,Yes,11.0,3.0,3.0,80.0,0.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,Yes,26088.0
3597,7128,21.0,Travel_Frequently,756.0,Sales,589265.0,1.0,Technical Degree,1.0,1.0,Female,99.0,2.0,1.0,Sales Representative,2.0,Single,2174.0,9150.0,1.0,Y,Yes,11.0,3.0,3.0,80.0,0.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,No,26088.0
3598,7129,40.0,Travel_Rarely,1329.0,Research & Development,7.0,3.0,Life Sciences,1.0,1.0,Male,73.0,3.0,1.0,Laboratory Technician,1.0,Single,2166.0,3339.0,3.0,Y,Yes,14.0,3.0,2.0,80.0,0.0,10.0,3.0,1.0,4014.0,2.0,0.0,3.0,Yes,25992.0
3599,7130,40.0,Travel_Rarely,1329.0,Research & Development,7.0,3.0,Life Sciences,1.0,1.0,Male,73.0,3.0,1.0,Laboratory Technician,1.0,Single,2166.0,3339.0,3.0,Y,Yes,14.0,3.0,2.0,80.0,0.0,10.0,3.0,1.0,4014.0,2.0,0.0,3.0,No,25992.0
3600,7131,40.0,Travel_Rarely,1329.0,Research & Development,7.0,3.0,Life Sciences,1.0,1.0,Male,73.0,3.0,1.0,Laboratory Technician,1.0,Single,2166.0,3339.0,3.0,Y,Yes,14.0,3.0,2.0,80.0,0.0,10.0,3.0,1.0,4014.0,2.0,0.0,3.0,No,25992.0
3601,7132,59.0,Travel_Rarely,1089.0,Sales,1.0,2.0,Technical Degree,1.0,2.0,Male,66.0,3.0,3.0,Manager,4.0,Married,11904.0,11038.0,3.0,Y,Yes,14.0,3.0,3.0,80.0,1.0,14.0,1.0,1.0,6.0,4.0,2789.0,4.0,No,142848.0
3602,7133,59.0,Travel_Rarely,1089.0,Sales,1.0,2.0,Technical Degree,1.0,2.0,Male,66.0,3.0,3.0,Manager,4.0,Married,11904.0,11038.0,3.0,Y,Yes,14.0,3.0,3.0,80.0,1.0,14.0,1.0,1.0,6.0,4.0,2789.0,4.0,Yes,142848.0
3603,7134,39.0,Non-Travel,439.0,Research & Development,9.0,3.0,Life Sciences,1.0,3.0,Male,70.0,3.0,2.0,Laboratory Technician,2.0,Single,6782.0,8770.0,9.0,Y,No,15.0,3.0,3.0,80.0,0.0,9.0,2.0,2.0,5.0,4.0,0.0,3.0,No,81384.0
3604,7135,31.0,Travel_Rarely,1082.0,Research & Development,1.0,4.0,Medical,1.0,3.0,Male,87.0,3.0,1.0,Research Scientist,2.0,Single,2501.0,18775.0,1.0,Y,No,17.0,3.0,2.0,80.0,0.0,1.0,4.0,3.0,1.0,1.0,1.0,0.0,Yes,30012.0
3605,7136,31.0,Travel_Rarely,1082.0,Research & Development,1.0,4.0,Medical,1.0,3.0,Male,87.0,3.0,1.0,Research Scientist,2.0,Single,2501.0,18775.0,1.0,Y,No,17.0,3.0,2.0,80.0,0.0,1.0,4.0,3.0,1.0,1.0,1.0,0.0,No,30012.0
3606,7137,31.0,Travel_Rarely,1082.0,Research & Development,1.0,4.0,Medical,1.0,3.0,Male,87.0,3.0,1.0,Research Scientist,2.0,Single,2501.0,18775.0,1.0,Y,No,17.0,3.0,2.0,80.0,0.0,1.0,4.0,3.0,1.0,1.0,1.0,0.0,No,30012.0
